#sample	Num_CNVs	Num_Auto_Del	Num_Auto_Dup	Num_ChrX_Del	Num_ChrX_Dup	Len_CNVs	Len_Auto_Del	Len_Auto_Dup	Len_ChrX_Del	Len_ChrX_Dup	Chrm_aberration
MUDDY_p_SwedSCZ_Batch1_Affy_3_GenomeWideSNP_6_G07_354670	2	1	1	0	0	1118035	51207	1066828	0	0	
LAURA_p_Sweden_B1_w4_Redos_GenomeWideSNP_6_C09_538716	3	2	1	0	0	260794	218450	42344	0	0	
HOSED_p_Sweden_Affy_Wave4_P20_GenomeWideSNP_6_E11_519540	1	0	1	0	0	30661	0	30661	0	0	
a520532_00_788535_072009_4057890_58793	4	1	3	0	0	504333	11595	492738	0	0	
a520532_00_788535_072009_4057890_58792	5	3	2	0	0	713655	218812	494843	0	0	
a520532_00_788535_072009_4057890_58791	2	0	2	0	0	778467	0	778467	0	0	
a520532_00_788535_072009_4057890_58790	26	0	22	0	4	1248843	0	1071306	0	177537	
a520532_00_797524_043010_4071878_40548	4	2	2	0	0	205641	35796	169845	0	0	
a520532_00_788535_072009_4057890_58795	6	4	2	0	0	619387	310771	308616	0	0	
a520532_00_788535_072009_4057890_58794	3	2	1	0	0	287965	180452	107513	0	0	
a520532_00_794840_012010_4067642_26569	2	0	1	0	1	95420	0	42012	0	53408	
30023_PINES_g_Plate_No__43_GenomeWideSNP_6_C04_55266	5	1	2	0	2	410803	12995	176410	0	221398	
TOLAS_p_Sweden_Affy_Wave4_P7_GenomeWideSNP_6_E06_513054	3	1	1	0	1	364733	13926	202021	0	148786	
NG_86366_PLAIN_g_Plate_23_GenomeWideSNP_6_A04_80720	5	2	3	0	0	203794	118508	85286	0	0	
FURLS_g_Plate_21_GenomeWideSNP_6_B01_60254	5	3	2	0	0	741623	264956	476667	0	0	
1374	2	1	0	0	1	92913	49597	0	0	43316	
VENAL_p_Sweden_Affy_Wave4_P33_GenomeWideSNP_6_H01_522156	2	0	2	0	0	91182	0	91182	0	0	
DEALS_p_SwedSCZ_Batch1_Affy_5_GenomeWideSNP_6_B04_354160	5	1	4	0	0	591153	18180	572973	0	0	
52187_PINES_g_Plate_No__43_GenomeWideSNP_6_D03_55252	3	1	2	0	0	136906	92318	44588	0	0	
NG_93258_FOGEY_g_Plate_13_GenomeWideSNP_6_F09_81386	3	1	1	0	1	311622	17296	191771	0	102555	
VAGUS_g_Plate_24_GenomeWideSNP_6_A08_61358	4	3	1	0	0	139640	119529	20111	0	0	
TINGS_p_Cardiff_Trios_AffyP19_GenomeWideSNP_6_C11_509540	7	3	4	0	0	412397	278584	133813	0	0	
a520532_00_788753_072009_4057889_52633	4	4	0	0	0	1258244	1258244	0	0	0	
17C_G08_BPDConsortium_102108	5	3	2	0	0	106711	49899	56812	0	0	
MOOLA_g_Plate_26_GenomeWideSNP_6_G04_61110	6	5	1	0	0	1808275	326082	1482193	0	0	
GAZAR_p_Sweden_Affy_Wave4_P6_GenomeWideSNP_6_C05_512756	4	2	2	0	0	623165	73752	549413	0	0	
57949_KILIM_g_Plate_No__44_GenomeWideSNP_6_D06_63164	1	1	0	0	0	28167	28167	0	0	0	
a520532_00_800348_053110_4074379_06036	1	1	0	0	0	58292	58292	0	0	0	
SORNS_g_Plate_30_GenomeWideSNP_6_G03_64078	6	5	1	0	0	225600	175770	49830	0	0	
NG_22885_LURES_g_Plate_03_aff_GenomeWideSNP_6_A10_82554	1	1	0	0	0	43906	43906	0	0	0	
5C_H06_BPDConsortium_090408	4	3	1	0	0	159430	147944	11486	0	0	
BRAWS_p_SwedSCZ_Batch1_Affy_1_GenomeWideSNP_6_B04_353968	2	1	1	0	0	187700	160842	26858	0	0	
EA08025_0650_09C_GenomeWideSNP_6_U112	1	0	1	0	0	83898	0	83898	0	0	
NG_63041_BRAYS_g_Plate_20_aff_GenomeWideSNP_6_D04_83040	7	5	2	0	0	697057	381096	315961	0	0	
3C_H10_BPDConsortium_092408	3	2	0	0	1	817561	467592	0	0	349969	
a520532_00_798748_043010_4071877_15548	4	2	2	0	0	110463	27554	82909	0	0	
FLIPS_67136_FLIPS_g_Plate_No__10_GenomeWideSNP_6_B03_48408	4	3	1	0	0	53125	41121	12004	0	0	
FIRES_g_Plate_14_GenomeWideSNP_6_H06_57230	9	4	4	1	0	19901779	69335	19816284	16160	0	
BRAWS_p_SwedSCZ_Batch1_Affy_1_GenomeWideSNP_6_B11_353982	1	0	1	0	0	79468	0	79468	0	0	
a520532_00_797632_043010_4071878_43904	2	2	0	0	0	502162	502162	0	0	0	
d2430_n2	18	3	11	0	4	774277	184351	472652	0	117274	
GUANS_p_ED_Grp3_SCZ_Affy_P8_GenomeWideSNP_6_H08_161022	5	2	3	0	0	135518	50348	85170	0	0	
JOYED_g_Plate_No__7_GenomeWideSNP_6_F04_46512	1	0	1	0	0	83021	0	83021	0	0	
MUDRA_p_Cardiff_Grp4_Affy_P2_GenomeWideSNP_6_F01_168150	4	2	2	0	0	191475	75467	116008	0	0	
STOLE_p_Sweden_Affy_Wave4_P35_GenomeWideSNP_6_B06_522646	8	3	3	1	1	871571	130957	628029	41708	70877	
NG_36297_MIRED_g_Plate_9_aff_GenomeWideSNP_6_D07_85608	3	2	1	0	0	293555	41099	252456	0	0	
CRAIG_BPDConsortium_082708_2C_F9	1	0	1	0	0	272177	0	272177	0	0	
CRAIG_BPDConsortium_082708_2C_F8	4	2	2	0	0	68738	26488	42250	0	0	
CRAIG_BPDConsortium_082708_2C_F5	2	2	0	0	0	227256	227256	0	0	0	
CRAIG_BPDConsortium_082708_2C_F4	2	2	0	0	0	477464	477464	0	0	0	
CRAIG_BPDConsortium_082708_2C_F7	2	1	1	0	0	28138	10078	18060	0	0	
CRAIG_BPDConsortium_082708_2C_F6	4	2	2	0	0	501765	77207	424558	0	0	
CRAIG_BPDConsortium_082708_2C_F1	3	0	3	0	0	52600	0	52600	0	0	
CRAIG_BPDConsortium_082708_2C_F3	2	2	0	0	0	143036	143036	0	0	0	
34811_LOINS_g_Plate_No__35_GenomeWideSNP_6_H01_52662	6	4	1	1	0	569646	519125	36997	13524	0	
a520532_00_794940_012010_4067641_23443	1	0	1	0	0	18384480	0	18384480	0	0	
CRAVE_g_Plate_No__25_GenomeWideSNP_6_G09_50266	2	2	0	0	0	109108	109108	0	0	0	
a520532_00_794940_012010_4067641_23446	4	4	0	0	0	219960	219960	0	0	0	
EXONS_p_ED_Grp3_SCZ_Affy_P7_GenomeWideSNP_6_D03_178240	4	2	2	0	0	77674	33727	43947	0	0	
DEALS_p_SwedSCZ_Batch1_Affy_5_GenomeWideSNP_6_B01_354154	6	4	2	0	0	292368	88152	204216	0	0	
VULGO_g_Plate_No__22_GenomeWideSNP_6_G12_47602	5	1	3	0	1	731673	138999	340292	0	252382	
MINCE_p_SwedSCZ_Batch1_Affy_15_GenomeWideSNP_6_C03_361862	3	1	1	1	0	349520	43265	295565	10690	0	
MASSE_p_Sweden_Affy_Wave4_P34_GenomeWideSNP_6_H06_522460	3	1	2	0	0	532963	23277	509686	0	0	
16C_G03_BPDConsortium_100208	3	2	1	0	0	498082	442253	55829	0	0	
MBIRA_g_Plate_No__23_GenomeWideSNP_6_G11_51066	3	2	0	0	1	101328	60768	0	0	40560	
FURLS_g_Plate_21_GenomeWideSNP_6_A10_60248	6	6	0	0	0	319038	319038	0	0	0	
CRAVE_g_Plate_No__25_GenomeWideSNP_6_A01_50126	4	2	0	0	2	1204157	813260	0	0	390897	
RIYAL_g_Plate_No__19_GenomeWideSNP_6_F11_46816	4	0	3	1	0	242439	0	193853	48586	0	
56097_SAPID_g_Plate_No__9_GenomeWideSNP_6_C06_49226	4	2	1	0	1	463962	44336	323544	0	96082	
MAYOR_p_Dublin_SCZ_Grp3_AffyP9_GenomeWideSNP_6_G12_184554	6	3	2	1	0	711602	78837	617000	15765	0	
AVERS_g_Plate_6_GenomeWideSNP_6_H06_56304	7	4	1	1	1	267810	105154	60415	13615	88626	
APACE_p_Cardiff_Grp4_Affy_P11_GenomeWideSNP_6_B05_171044	2	1	0	1	0	102061	49381	0	52680	0	
NG_84590_BRAYS_g_Plate_20_aff_GenomeWideSNP_6_E01_82994	5	4	1	0	0	365677	60614	305063	0	0	
HOLED_p_ED_Grp3_SCZ_Affy_P5_GenomeWideSNP_6_G09_180360	5	2	3	0	0	690484	24795	665689	0	0	
THANE_p_Sweden_Affy_Wave4_P32_GenomeWideSNP_6_D03_521996	2	1	1	0	0	145626	61911	83715	0	0	
a520532_00_797262_033110_4070005_16966	16	3	12	0	1	1483731	258164	1129782	0	95785	
SALSA_p_SwedSCZ_Batch1_Affy_9_GenomeWideSNP_6_H05_355842	8	5	3	0	0	485426	212281	273145	0	0	
TYING_p_Sweden_Affy_Wave4_P9_GenomeWideSNP_6_A02_513456	2	0	2	0	0	1144523	0	1144523	0	0	
NG_82081_BLEBS_g_Plate_12_aff_GenomeWideSNP_6_F06_81914	1	1	0	0	0	42088	42088	0	0	0	
rh5513_GenomeWideSNP_6	6	2	4	0	0	124034	22355	101679	0	0	
a520532_00_796219_022010_4069415_67645	2	1	1	0	0	42243	13082	29161	0	0	
METHS_p_Dublin_SCZ_Grp3_AffyP10_GenomeWideSNP_6_C09_163764	3	0	3	0	0	67495	0	67495	0	0	
NG_82922_ROBOT_g_Plate_33_GenomeWideSNP_6_A11_94118	17	10	5	1	1	989002	560870	187071	218913	22148	
BLOOD_g_Plate_No__28_GenomeWideSNP_6_D05_50004	2	1	1	0	0	120832	108860	11972	0	0	
22869_BENCH_g_Plate_No__26_GenomeWideSNP_6_B09_49872	6	2	4	0	0	445234	64096	381138	0	0	
BOONS_g_Plate_17_GenomeWideSNP_6_D01_59342	6	3	1	1	1	158700	106315	11905	18332	22148	
TOLAS_p_Sweden_Affy_Wave4_P7_GenomeWideSNP_6_H08_513192	3	3	0	0	0	224504	224504	0	0	0	
FURLS_g_Plate_21_GenomeWideSNP_6_F09_60366	8	3	4	0	1	265340	39011	202702	0	23627	
a520532_00_797529_043010_4071878_41068	5	2	3	0	0	311314	67036	244278	0	0	
SMALT_p_Cardiff_Grp4_Affy_P8_GenomeWideSNP_6_G05_170392	4	1	3	0	0	139373	27977	111396	0	0	
SHREW_p_Dublin_SCZ_Grp3_AffyP8_GenomeWideSNP_6_A08_165288	3	0	3	0	0	138420	0	138420	0	0	
NAIVE_p_Sweden_Affy_Wave4_P26_GenomeWideSNP_6_E02_520854	2	1	1	0	0	120234	19551	100683	0	0	
1517BPR0358_20100920_GWS6	2	1	1	0	0	24986	10194	14792	0	0	
REPRO_g_Plate_11_GenomeWideSNP_6_A12_57888	6	3	3	0	0	103559	37432	66127	0	0	
a520532_00_781274_072009_4059635_68343	1	0	0	0	1	20584	0	0	0	20584	
a520532_00_781274_072009_4059635_68342	5	3	2	0	0	255629	172713	82916	0	0	
82728_SKALD_g_Plate_No__33_GenomeWideSNP_6_D07_52942	5	3	1	1	0	209354	121492	49749	38113	0	
MASSE_p_Sweden_Affy_Wave4_P34_GenomeWideSNP_6_C07_522382	6	3	1	0	2	335320	219066	21046	0	95208	
845	3	1	2	0	0	247535	24597	222938	0	0	
GAZAR_p_Sweden_Affy_Wave4_P6_GenomeWideSNP_6_G12_512750	6	1	2	0	3	412347	21634	66936	0	323777	
842	4	2	2	0	0	261419	188811	72608	0	0	
LYRIC_g_Plate_10_GenomeWideSNP_6_G05_57596	7	2	5	0	0	18815048	21099	18793949	0	0	
OP8151_GENOMEWIDESNP_6	3	1	2	0	0	106942	67777	39165	0	0	
a520532_00_794304_022010_4067651_74329	3	2	1	0	0	371075	360919	10156	0	0	
PERDU_g_Plate_No__30_GenomeWideSNP_6_A11_51246	4	3	1	0	0	157061	134571	22490	0	0	
BASED_p_Cardiff_Grp4_Affy_P7_GenomeWideSNP_6_E10_169508	9	2	6	0	1	2041417	43969	1963513	0	33935	
a520532_00_797510_043010_4071878_39945	5	2	3	0	0	131636	51860	79776	0	0	
4C_F11_BPDConsortium_091008	3	2	0	0	1	136033	85871	0	0	50162	
FREES_p_Sweden_Affy_Wave4_P3_GenomeWideSNP_6_A02_510168	3	1	1	1	0	77176	14008	29415	33753	0	
MACED_p_Sweden_Affy_Wave4_P22_GenomeWideSNP_6_E06_519888	8	1	5	1	1	1443711	20599	947608	148912	326592	
NG_66427_KHANS_g_Plate_22_aff_GenomeWideSNP_6_F08_84068	3	2	1	0	0	83250	50276	32974	0	0	
96970_KOTOS_g_Plate_No__34_GenomeWideSNP_6_H06_52358	4	0	4	0	0	443513	0	443513	0	0	
TOWNY_g_Plate_No__21_GenomeWideSNP_6_D06_47692	4	3	1	0	0	106658	65443	41215	0	0	
37601_WROTE_g_Plate_No__36_GenomeWideSNP_6_F05_53106	3	2	1	0	0	481612	400445	81167	0	0	
a520532_00_792932_122009_4067260_72148	6	0	5	0	1	1774109	0	136975	0	1637134	
6C_C05_CP_A03_BPDConsortium_121608	3	1	2	0	0	281423	11127	270296	0	0	
NEUME_p_Sweden_Affy_Wave4_P17_GenomeWideSNP_6_A12_515312	8	4	3	1	0	482744	325704	139424	17616	0	
VOLES_p_SwedSCZ_Batch1_Affy_2_GenomeWideSNP_6_G09_354866	6	4	2	0	0	687645	225333	462312	0	0	
WOADS_p_Sweden_Affy_Wave4_P36_GenomeWideSNP_6_H06_522760	3	2	1	0	0	184422	44921	139501	0	0	
LYRIC_g_Plate_10_GenomeWideSNP_6_F06_57610	7	6	0	0	1	120272	87815	0	0	32457	
COVEN_p_Sweden_Affy_Wave4_P24_GenomeWideSNP_6_E03_520542	1	1	0	0	0	14485	14485	0	0	0	
BURNT_p_Cardiff_Trios_AffyP17_GenomeWideSNP_6_E06_509138	4	2	2	0	0	229151	129307	99844	0	0	
a520532_00_792927_122009_4067260_71404	6	2	4	0	0	131391	37734	93657	0	0	
LYSIS_p_Sweden_Affy_Wave4_P28_GenomeWideSNP_6_G04_521206	4	1	3	0	0	162711	84648	78063	0	0	
9C_G12_RE03_BPDConsortium_011409	4	1	1	0	2	114864	44319	30466	0	40079	
BASED_p_Cardiff_Grp4_Affy_P7_GenomeWideSNP_6_F05_169430	3	1	2	0	0	236784	90616	146168	0	0	
89682_QUINT_g_Plate_No__37_GenomeWideSNP_6_C06_61978	3	1	2	0	0	112373	49820	62553	0	0	
NG_15549_HIRES_g_Plate_30_GenomeWideSNP_6_H01_93498	3	0	3	0	0	112712	0	112712	0	0	
CODER_p_Cardiff_Trios_AffyP12_GenomeWideSNP_6_F07_505520	6	4	1	1	0	400385	372113	15675	12597	0	
17C_G12_CP_D08_BPDConsortium_121608	6	3	3	0	0	179885	100071	79814	0	0	
WRAPS_p_SwedSCZ_Batch1_Affy_10_GenomeWideSNP_6_A03_355286	5	2	3	0	0	231987	77148	154839	0	0	
DROVE_g_Plate_18_GenomeWideSNP_6_H07_60026	8	5	3	0	0	238591	160137	78454	0	0	
17C_C08_BPDConsortium_102108	2	1	1	0	0	172244	75226	97018	0	0	
ARDOR_g_Plate_No__31_GenomeWideSNP_6_H05_51766	2	1	1	0	0	200668	41466	159202	0	0	
SCHWA_g_Plate_No__3_GenomeWideSNP_6_E09_54142	2	2	0	0	0	403391	403391	0	0	0	
20111017_16_GenomeWideSNP_6	5	3	2	0	0	150715	110119	40596	0	0	
LYRIC_g_Plate_10_GenomeWideSNP_6_C12_57700	4	3	1	0	0	167673	42293	125380	0	0	
RAJAH_p_SwedSCZ_Batch1_Affy_11_GenomeWideSNP_6_G01_362338	1	0	0	1	0	48438	0	0	48438	0	
BENCH_79223_BENCH_g_Plate_No__26_GenomeWideSNP_6_A12_49918	1	0	1	0	0	14899	0	14899	0	0	
PANSY_p_Dublin_SCZ_Grp3_AffyP12_GenomeWideSNP_6_C08_163940	2	0	1	0	1	129352	0	10414	0	118938	
MALTS_g_Plate_No__5_GenomeWideSNP_6_D01_61608	4	1	3	0	0	82885	18463	64422	0	0	
WRAPS_p_SwedSCZ_Batch1_Affy_10_GenomeWideSNP_6_F05_355410	1	1	0	0	0	20220	20220	0	0	0	
BASED_p_Cardiff_Grp4_Affy_P7_GenomeWideSNP_6_D09_169490	3	1	2	0	0	128666	64726	63940	0	0	
a520532_00_783853_072009_4059638_81043	1	0	1	0	0	24479	0	24479	0	0	
a520532_00_783853_072009_4059638_81042	4	1	0	0	3	691999	160472	0	0	531527	
a520532_00_783853_072009_4059638_81041	4	1	3	0	0	262164	186583	75581	0	0	
CHIME_p_Cardiff_Grp4_Affy_P10_GenomeWideSNP_6_C02_169760	2	2	0	0	0	111619	111619	0	0	0	
a520532_00_783853_072009_4059638_81047	5	0	5	0	0	907840	0	907840	0	0	
a520532_00_783853_072009_4059638_81046	5	1	3	0	1	465834	38987	126984	0	299863	
a520532_00_783853_072009_4059638_81044	4	2	2	0	0	74243	39339	34904	0	0	
a520532_00_783853_072009_4059638_81049	4	2	2	0	0	131066	53702	77364	0	0	
a520532_00_783853_072009_4059638_81048	3	2	1	0	0	50391	33199	17192	0	0	
a520532_00_783035_072009_4059636_70930	4	2	2	0	0	888656	549262	339394	0	0	
a520532_00_783035_072009_4059636_70933	7	0	3	4	0	1736669	0	1660390	76279	0	
a520532_00_783035_072009_4059636_70935	3	1	2	0	0	62315	19358	42957	0	0	
a520532_00_783035_072009_4059636_70937	3	2	1	0	0	189029	147404	41625	0	0	
a520532_00_783035_072009_4059636_70936	4	2	2	0	0	654908	296199	358709	0	0	
DUDES_p_Sweden_Affy_Wave4_P18_GenomeWideSNP_6_A09_515322	3	1	2	0	0	66023	34740	31283	0	0	
a520532_00_798765_043010_4071877_18482	5	3	2	0	0	272414	109845	162569	0	0	
NG_35064_GRUBS_g_Plate_05_aff_GenomeWideSNP_6_D05_83440	4	2	1	0	1	378193	231927	11081	0	135185	
CRAIG_BPDConsortium_080508_1C_C10	3	2	0	1	0	46611	23849	0	22762	0	
NG_59287_DOGMA_g_PLATE_1_GenomeWideSNP_6_D12_80662	1	1	0	0	0	123120	123120	0	0	0	
K5655_GenomeWideSNP_6	5	1	3	0	1	351100	102710	151396	0	96994	
1517BPR1218_20101208_GWS6	11	7	4	0	0	698392	110171	588221	0	0	
BENCH_69654_BENCH_g_Plate_No__26_GenomeWideSNP_6_A08_49854	3	2	1	0	0	120516	84524	35992	0	0	
5C_G01_BPDConsortium_090408	5	4	1	0	0	2675953	2653644	22309	0	0	
INERT_g_Plate_No__29_GenomeWideSNP_6_G04_50570	6	4	2	0	0	10133016	8304587	1828429	0	0	
NG_14070_COTED_g_Plate_02_aff_GenomeWideSNP_6_C09_82158	3	1	2	0	0	243778	90616	153162	0	0	
HAPPY_p_SwedSCZ_Batch1_Affy_12_GenomeWideSNP_6_B08_361656	2	2	0	0	0	173063	173063	0	0	0	
a520532_00_791324_072009_4059643_02160	3	3	0	0	0	181147	181147	0	0	0	
a520532_00_791324_072009_4059643_02162	5	3	2	0	0	263338	223223	40115	0	0	
NAVAL_p_SwedSCZ_Batch1_Affy_6_GenomeWideSNP_6_G10_355636	3	2	1	0	0	155389	37942	117447	0	0	
a520532_00_791324_072009_4059643_02166	4	1	3	0	0	953629	118738	834891	0	0	
a520532_00_799853_053110_4071892_77957	1	0	1	0	0	170430	0	170430	0	0	
a520532_00_791324_072009_4059643_02168	1	0	1	0	0	115368	0	115368	0	0	
a520532_00_799853_053110_4071892_77951	8	4	4	0	0	512856	201584	311272	0	0	
GLUGS_p_ED_Grp3_SCZ_Affy_P4_GenomeWideSNP_6_H08_160830	2	2	0	0	0	208776	208776	0	0	0	
EA08025_0647_01C_GenomeWideSNP_6_K5728	6	4	2	0	0	151867	109926	41941	0	0	
a520532_00_782805_063010_4075731_55363	2	1	1	0	0	114590	13959	100631	0	0	
a520532_00_794950_012010_4067642_27081	8	3	5	0	0	509320	201608	307712	0	0	
OP8175_GENOMEWIDESNP_6	5	3	2	0	0	154731	72159	82572	0	0	
20120118_35_GenomeWideSNP_6	1	0	0	0	1	51179	0	0	0	51179	
a520532_00_784256_072009_4059639_82223	3	0	3	0	0	130679	0	130679	0	0	
CRAIG_BPDConsortium_082708_IC_E10	3	1	2	0	0	80474	21657	58817	0	0	
OBOLS_p_Sweden_Affy_Wave4_P30_GenomeWideSNP_6_H04_521580	2	1	1	0	0	34115	13743	20372	0	0	
a520532_00_794348_022010_4067651_78262	8	7	1	0	0	301643	283409	18234	0	0	
LUSTY_g_Plate_9_GenomeWideSNP_6_D09_70710	8	5	2	1	0	234383	146439	55169	32775	0	
NG_78759_NAMES_g_Plate_7_aff_GenomeWideSNP_6_B05_85764	4	4	0	0	0	98431	98431	0	0	0	
STAYS_g_Plate_No__1_GenomeWideSNP_6_B08_54312	2	1	1	0	0	38050	17099	20951	0	0	
EXONS_p_ED_Grp3_SCZ_Affy_P7_GenomeWideSNP_6_F04_178260	7	5	1	0	1	338525	94570	39090	0	204865	
EMEUS_g_Plate_No__24_GenomeWideSNP_6_B11_50480	5	3	2	0	0	303634	273481	30153	0	0	
NG_57744_KHANS_g_Plate_22_aff_GenomeWideSNP_6_D05_84016	6	3	3	0	0	246501	147002	99499	0	0	
1517BPR0539_20101005_GWS6	5	4	1	0	0	306807	283893	22914	0	0	
a520532_00_784256_072009_4059639_82229	1	0	1	0	0	269817	0	269817	0	0	
19C_D05_BPDConsortium_110408	8	3	5	0	0	3029886	2274176	755710	0	0	
a520532_00_781237_072009_4059635_69394	2	1	1	0	0	362668	21281	341387	0	0	
a520532_00_781237_072009_4059635_69395	21	2	17	1	1	931520	24994	786215	12038	108273	
STOUR_p_Sweden_Affy_Wave4_P25_GenomeWideSNP_6_C12_520666	4	4	0	0	0	493175	493175	0	0	0	
CORSE_g_Plate_No__16_GenomeWideSNP_6_A10_46406	2	1	1	0	0	196846	181583	15263	0	0	
a520532_00_789017_122009_4061295_48008	2	0	2	0	0	89261	0	89261	0	0	
SHARD_g_Plate_No__17_GenomeWideSNP_6_H02_46868	3	2	1	0	0	65112	53894	11218	0	0	
BOTCH_p_Cardiff_Grp4_Affy_P3_GenomeWideSNP_6_D10_169698	4	1	3	0	0	214249	168585	45664	0	0	
FIBRE_p_Cardiff_Grp4_Affy_P1_GenomeWideSNP_6_E10_168100	7	1	4	2	0	235651	131969	73682	30000	0	
GAMPS_p_SwedSCZ_Batch1_Affy_14_GenomeWideSNP_6_G03_361574	5	1	3	0	1	202790	44561	88581	0	69648	
ELUDE_g_Plate_15_GenomeWideSNP_6_B04_60068	7	2	5	0	0	182016	23183	158833	0	0	
KRAAL_g_Plate_No__14_GenomeWideSNP_6_H06_48852	6	5	0	1	0	240515	190613	0	49902	0	
FLIPS_g_Plate_No__10_GenomeWideSNP_6_H11_48548	6	3	2	0	1	646083	92404	539992	0	13687	
a520532_00_778333_022010_4068282_81929	3	3	0	0	0	127727	127727	0	0	0	
1517BPR0827_20100922_GWS6	13	6	7	0	0	443703	221677	222026	0	0	
MOTHY_p_Dublin_SCZ_Grp3_AffyP5_GenomeWideSNP_6_H02_164822	3	0	3	0	0	216678	0	216678	0	0	
1517BPR0531_20101005_GWS6	11	9	2	0	0	466259	438248	28011	0	0	
903	5	1	3	1	0	162109	24256	120636	17217	0	
CHIME_p_Cardiff_Grp4_Affy_P10_GenomeWideSNP_6_A01_169740	3	2	0	1	0	164938	108841	0	56097	0	
SCHWA_g_Plate_No__3_GenomeWideSNP_6_A07_54102	5	3	2	0	0	359826	166948	192878	0	0	
CRAIG_BPDConsortium_0801908_8C_A10	6	3	1	0	2	263564	93916	31375	0	138273	
20C_F05_R2B04_BPDConsortium_011409	4	1	3	0	0	161951	63503	98448	0	0	
60638_RIYAL_g_Plate_No__19_GenomeWideSNP_6_C06_46730	17	3	13	0	1	727918	221041	483342	0	23535	
WRAPS_p_SwedSCZ_Batch1_Affy_10_GenomeWideSNP_6_C09_355346	3	3	0	0	0	97240	97240	0	0	0	
OVERS_p_Dublin_SCZ_Grp3_AffyP2_GenomeWideSNP_6_D08_162362	2	2	0	0	0	36096	36096	0	0	0	
HOLDS_p_Dublin_SCZ_Grp3_AffyP7_GenomeWideSNP_6_C04_164652	2	0	1	0	1	285844	0	16808	0	269036	
97668_HOSTA_g_Plate_No__41_GenomeWideSNP_6_C10_62764	5	1	4	0	0	150403	11034	139369	0	0	
a520532_00_795206_022010_4068284_98908	5	1	4	0	0	493649	32486	461163	0	0	
VOLES_p_SwedSCZ_Batch1_Affy_2_GenomeWideSNP_6_B03_354734	1	1	0	0	0	19849	19849	0	0	0	
1517BPR0798_20100922_GWS6	20	16	2	2	0	2273828	1829239	108379	336210	0	
STAYS_g_Plate_No__1_GenomeWideSNP_6_E05_54270	4	2	2	0	0	381071	358256	22815	0	0	
PARGE_g_Plate_29_GenomeWideSNP_6_D02_63812	7	3	2	1	1	297085	128692	60245	10779	97369	
LYRIC_g_Plate_10_GenomeWideSNP_6_C11_57684	2	0	2	0	0	111599	0	111599	0	0	
ARDOR_g_Plate_No__31_GenomeWideSNP_6_A03_51720	3	2	1	0	0	118752	94529	24223	0	0	
GW6_032310H_SS69_143567	7	5	2	0	0	829399	311157	518242	0	0	
LUSTY_g_Plate_9_GenomeWideSNP_6_G02_70768	3	0	2	0	1	195255	0	97886	0	97369	
STOLE_p_Sweden_Affy_Wave4_P35_GenomeWideSNP_6_C05_522572	3	1	2	0	0	100546	49496	51050	0	0	
NG_22006_COLIC_g_Plate_19_aff_GenomeWideSNP_6_B02_83196	10	4	6	0	0	552491	312909	239582	0	0	
NG_79663_COTED_g_Plate_02_aff_GenomeWideSNP_6_D04_82080	7	3	4	0	0	810171	76485	733686	0	0	
WRAPS_p_SwedSCZ_Batch1_Affy_10_GenomeWideSNP_6_E10_355396	2	0	1	0	1	50393	0	15004	0	35389	
a520532_00_792951_122009_4067260_73782	13	6	7	0	0	550219	129604	420615	0	0	
a520532_00_792951_122009_4067260_73783	2	1	1	0	0	27969	14633	13336	0	0	
JAPAN_p_ED_Grp3_SCZ_Affy_P1_GenomeWideSNP_6_A12_150562	6	3	2	0	1	200877	136245	42998	0	21634	
a520532_00_784744_033110_4069993_78543	5	3	2	0	0	282528	79376	203152	0	0	
MUDDY_p_SwedSCZ_Batch1_Affy_3_GenomeWideSNP_6_C07_354574	1	0	1	0	0	21190	0	21190	0	0	
NG_29591_PLAIN_g_Plate_23_GenomeWideSNP_6_H05_80750	4	3	1	0	0	507486	316272	191214	0	0	
LUSTY_g_Plate_9_GenomeWideSNP_6_C05_70678	7	2	5	0	0	494717	92331	402386	0	0	
VAGUS_g_Plate_24_GenomeWideSNP_6_D11_61436	7	3	4	0	0	214368	123892	90476	0	0	
VOLES_p_SwedSCZ_Batch1_Affy_2_GenomeWideSNP_6_E05_354810	3	0	3	0	0	1248715	0	1248715	0	0	
HOSED_p_Sweden_Affy_Wave4_P20_GenomeWideSNP_6_E02_519250	3	1	2	0	0	277649	185859	91790	0	0	
BOTCH_p_Cardiff_Grp4_Affy_P3_GenomeWideSNP_6_H02_169578	2	2	0	0	0	312115	312115	0	0	0	
NG_70001_PLAIN_g_Plate_23_GenomeWideSNP_6_G10_80828	4	4	0	0	0	109077	109077	0	0	0	
GHEES_p_Dublin_SCZ_Grp3_AffyP16_GenomeWideSNP_6_A08_163168	4	2	1	0	1	547697	32606	87308	0	427783	
VAGUS_g_Plate_24_GenomeWideSNP_6_H04_61518	7	4	2	1	0	133079	57751	62699	12629	0	
NG_35610_HAMZA_g_Plate_21_aff_GenomeWideSNP_6_A12_83738	2	2	0	0	0	32933	32933	0	0	0	
a520532_00_797274_033110_4070005_18420	14	12	2	0	0	842257	783750	58507	0	0	
GAZAR_p_Sweden_Affy_Wave4_P6_GenomeWideSNP_6_H11_512892	4	3	1	0	0	521086	485044	36042	0	0	
51378_KOTOS_g_Plate_No__34_GenomeWideSNP_6_G03_52308	3	1	2	0	0	114214	52134	62080	0	0	
